tweetid,screen_name,date,lang,text,friends_count,followers_count
1252681462589120512,GovLarryHogan,Tue Apr 21 19:31:49 +0000 2020,en,I just sent @POTUS a letter to formally accept his generous offer to allow the State of Maryland to utilize federal labs for #COVID19 testing. We are ready to move forward with this important federal-state collaboration. https://t.co/5ibHvj5vS8,MD,704,255955
1277957628585541632,HelenBranswell,Tue Jun 30 13:30:16 +0000 2020,en,This #Covid19 vaccine trial "results" by press release thing is getting old. Inovio gives a positive readout of their Phase 1; but there are no data therein; so no real way to assess. https://t.co/q57iors1Mi,MA,2079,225280
1282864365604163584,tmprowell,Tue Jul 14 02:27:53 +0000 2020,en,NEW: @CDCgov now recommends universal use of eye protection (in addition to #maskup) for all HCWs in communitities w/ mod to sustained #SARSCoV2 transmission. Cover eyes; nose; &amp; mouth during every patient encounter; not just for known/suspected #COVID19.  https://t.co/4v56ljxfIn,USA,7589,60699
1317457418301956096,brianstelter,Sat Oct 17 13:28:20 +0000 2020,en,Where is the Covid-19 task force?  Plus many more Q's; and answers; in the weekend edition of the @ReliableSources letter: https://t.co/Owd0x5paxr,New York City,7494,787191
1278010327175696384,PeterHotez,Tue Jun 30 16:59:40 +0000 2020,en,My interview with @dcexaminer @robcrilly   “Meanwhile; the numbers are going up; the deaths will follow in a few weeks; the permanent injuries are going to be lifelong; and they really don’t seem to be able to get their arms around it.”    https://t.co/SvtxGIv81K,Houston TX,7216,334772
1220658983410831360,ScottGottliebMD,Fri Jan 24 10:45:55 +0000 2020,en,Two more people test positive for Wuhan virus in Singapore; total of 3 confirmed cases: MOH - CNA https://t.co/zyJ8mii3sD,DC,1457,588751
1278064013054578688,DrJaimeFriedman,Tue Jun 30 20:33:00 +0000 2020,en,Been having a frustrating few days. It’s hard to be a physician during a pandemic with no way to decompress because of said pandemic. And then I see Bar Lives Matter trending and I just can’t with these people. https://t.co/MNxesQIWMh,Land of the Kumeyaay ,5261,15988
1286710823025627136,DrLeanaWen,Fri Jul 24 17:12:20 +0000 2020,en,.@CDCgov: you do not need to convince Americans about the importance of in-person schooling. We get it. We need you to guide us on the science &amp; HOW we can safely reopen. Guidelines should be based on public health--not political considerations.  https://t.co/NZpgMESBI6,MD,5002,177524
1294396379427753984,Surgeon_General,Fri Aug 14 22:12:00 +0000 2020,en,Have questions about volunteering for a #COVID19 clinical study?   Check out @NIH's COVID-19 Prevention Network (COVPN) to learn more about the different stages of clinical studies and see a list of active vaccine and antibody studies. https://t.co/Wga0kV4HjX https://t.co/nHEhe6tnzY,DC,187,1127181
1306456291905159168,michaelmina_lab,Thu Sep 17 04:53:47 +0000 2020,en,POSITIVE news  Monoclonals antibodies (mAbs) have been quietly built and tested for months now. IMO mAbs have some of the best chances of offering powerful treatments for #COVID19  Lilly is now posting positive results from a relatively small trial  1/  https://t.co/aclYCxAwmP,MA,998,226426
1310224698974797824,ScottGottliebMD,Sun Sep 27 14:28:05 +0000 2020,en,Across much of Asia; Covid is mostly contained for now. https://t.co/G20DQmATwD,DC,1457,588751
1321798081181077504,DrLeanaWen,Thu Oct 29 12:56:35 +0000 2020,en,Another exceptional article by @edyong209 @TheAtlantic:  "The U.S. has now clearly seen what happens when a pandemic occurs under Trump. It is an experiment that no one should ever want to rerun."  https://t.co/kYUgoLTRex,MD,5002,177524
1276521869240348672,ghn_news,Fri Jun 26 14:25:04 +0000 2020,en,As #COVID19 case numbers are rising in more than half of the states in the US; experts are now predicting 180;000 deaths by October 1; @USATODAY reports. https://t.co/lTk6Ar6xap,MD USA,2268,16655
1306038243473973248,JohnJHarwood,Wed Sep 16 01:12:36 +0000 2020,en,Trump on coronavirus at ABC town hall: “i didn’t downplay it. in many ways i up-played it in terms of action”,DC,2221,555655
1319371721841938432,chrissyfarr,Thu Oct 22 20:15:05 +0000 2020,en,Question for Americans:   It’s 5 years from now and the coronavirus crisis is behind us. You have a cold and you’re about to board a flight or hop on the subway.   Are you wearing a mask?,CA,2633,87974
1322738254622478336,PeterHotez,Sun Nov 01 03:12:29 +0000 2020,en,Brianna Keilar Blasts Donald Trump Jr. Covid Claim https://t.co/iJ6ygZ4muH,Houston TX,7216,334772
1323843419916165120,PeterHotez,Wed Nov 04 04:24:01 +0000 2020,en,All eyes glued to election results. Like every night I'm thinking of our heroes - nurses; doctors; scientists; respiratory therapists; clinical lab techs; radiology techs; hospital administrators; food service; EMTs; Fire; Police; the list goes on; saving #COVID19 lives. Thank U https://t.co/oafnjXwq77,Houston TX,7216,334772
1342804476386799616,CarlosdelRio7,Sat Dec 26 12:08:29 +0000 2020,en,Protecting Pregnant Women and Their Infants From COVID-19 https://t.co/A9glgQLHiY  @JAMANetworkOpen editorial by Dr. Jamieson @EmoryGynOb Chair &amp; @skr9skr9 No evidence of vertical transmission of #SARSCoV2 &amp; inefficient transfer of SARS-COV-2 maternal antibodies to the infant.,GA,1569,56698
1356619261515616256,ghn_news,Tue Feb 02 15:03:31 +0000 2021,en,Today's #topstory: Botched US efforts to collect demographic data on early #COVID19 #vaccine recipients are making it tough to measure equity in early vaccine distribution: @CDC   Subscribe for top #globalhealth news every weekday https://t.co/2Yhvs5WHDM   https://t.co/OmXSr6bCV4,MD USA,2268,16655
1393529110354436096,ghn_news,Sat May 15 11:30:05 +0000 2021,en,The question about how #COVID19 vaccines stand up to coronavirus variants often gets distilled to: Do they work?  The simplest answer is yes. But the complete answer is more complicated.  https://t.co/uIhxKXEo08,MD USA,2268,16655
1271237713182593024,rwang0,Fri Jun 12 00:27:43 +0000 2020,en,MyPOV: this time we have a proportional response.   The numbers are better than the headlines about a second wave of #Covid19 cases #publichealth vs #economicrecovery  https://t.co/BV3SYR3uCL,Silicon Valley | SF | FL 410+,103619,141982
1321786269341536256,CarlosdelRio7,Thu Oct 29 12:09:38 +0000 2020,en,Read this piece in @CNNPolitics by @HoltgraveHealth on how the Trump administration botched the response to #COVID19 in 12 points.,GA,1569,56698
1326713066537553920,KrutikaKuppalli,Thu Nov 12 02:26:58 +0000 2020,en,Does anyone else get anxiety reading about the 144K positive #COVID19 cases or &gt;1500 fatalities in the United States?   If it's that today I can't even comprehend what its will be like #Thanksgiving #Christmas or #NewYear when I am rounding on #InfectiousDiseases consults,Global Citizen ,745,33492
1372518719814045696,CarlosdelRio7,Thu Mar 18 12:02:17 +0000 2021,en,Analysis | The Health 202: Obama's CDC director says three feet of distancing in schools is fine; if people wear masks https://t.co/IclqaYlAsG I agree with @DrTomFrieden the science now supports 3 ft in schools provided universal masking.,GA,1569,56698
1222485921473409024,brianstelter,Wed Jan 29 11:45:31 +0000 2020,en,Look what cracked the top ten on the iTunes movie rental chart: The 2011 movie "Contagion;" about a viral pandemic that starts in China.  Last week the Daily Mail said fans of the movie have been pointing out "eerie similarities" between the film and the Coronavirus outbreak...,New York City,7494,787191
1269964873506721792,PeterHotez,Mon Jun 08 12:09:55 +0000 2020,en,Some of my talking points this week  1. Rise in COVID-19 cases;hospitalizations in American Southwest AZ TX UT  2. Devastating epidemic in Brazil; now India.  Will the summer months bring destruction to the Global South; role for WHO?  3. "Operation Warped Speed" and neo-Antivax,Houston TX,7216,334772
1296885290146160640,NACCHOalerts,Fri Aug 21 19:02:02 +0000 2020,en,Need accurate; timely data on #COVID19 in your community? NACCHO's COVID-19 Data Lab has what you need. Tune in to our Facebook Live on August 27 to  learn how you can use our one-stop shop of COVID-19 data specifically developed for local health departments! https://t.co/QI52BQ5imt,DC,3522,28576
1301874550066479104,rwang0,Fri Sep 04 13:27:35 +0000 2020,en,MyPOV: Good news job report from 15% to 8.4%.    The jobless rate has declined from a peak of near 15% in April; though higher than pre-pandemic levels https://t.co/loNO79r0bX via @WSJ #economy,Silicon Valley | SF | FL 410+,103619,141982
1346841393734402048,rwang0,Wed Jan 06 15:29:46 +0000 2021,en,MyPOV: Whatever Happened to Your Company's Pre-Pandemic Plans?  @cmswire @chinamartens @rwang0 @constellationr    #CES2021 #CMO #CIO #CDO #CEO   https://t.co/2M0IeD3fB7,Silicon Valley | SF | FL 410+,103619,141982
1251018868337696768,rwang0,Fri Apr 17 05:25:15 +0000 2020,en,MyPOV: a fun and informative view of where #covid19 #coronavirus came from with the one and only legendary @lochhead  the #1 business podcaster on @ApplePodcasts   https://t.co/1jEI8TL1RH,Silicon Valley | SF | FL 410+,103619,141982
1295350938866253824,ghn_news,Mon Aug 17 13:25:04 +0000 2020,en,The coronavirus pandemic is as deadly as the 1918 flu pandemic—and could be even worse if leaders fail to contain the virus—researchers warn in a JAMA Network Open study.  https://t.co/RhiV4kDKgC,MD USA,2268,16655
1349898485756162048,EricTopol,Fri Jan 15 01:57:33 +0000 2021,en,More good news on the immune response to covid: " IgG titers persist for more than 4 mo post symptom onset; implying that long-lasting immunity to COVID-19 from infection or vaccination might be observed; as seen with [SARS; MERS]" https://t.co/03BIiUHVo2 @PNASNews https://t.co/jLnfvlZMwl,CA,556,686676
1357669053213659136,ashishkjha,Fri Feb 05 12:35:01 +0000 2021,en,Feeling pessimistic about COVID &amp; 2021?   Don't!  I'm not. Here's why  We'll likely have about 400M doses of Moderna/Pfizer by end of June  Enough to vaccinate 80% of adults  And that means a much better summer  Of course; we'll likely also have J&amp;J; AZ; Novavax  Short thread,MA,477,328771
1378729894142603264,rwang0,Sun Apr 04 15:23:16 +0000 2021,en,MyPOV: are hula hoops really back?  Step aside; kids. The pandemic is turning grown-ups into hula hoop fanatics. https://t.co/6fKGCq19n6,Silicon Valley | SF | FL 410+,103619,141982
1389219243196100608,CDCDirector,Mon May 03 14:04:12 +0000 2021,en,Today @MinSanteRDC &amp; @WHO announced the end of the #Ebola outbreak in North Kivu; DRC. We honor the lives lost in this latest outbreak. CDC remains committed to helping @MinSanteRDC strengthen capacities to quickly detect and respond to new cases of Ebola. https://t.co/jLh67aJJA3 https://t.co/CeORIJdjpJ,GA,487,373674
1221294003695620096,ScottGottliebMD,Sun Jan 26 04:49:15 +0000 2020,en,Wuhan announced it will build another specialized hospital to add another 1300 beds in two weeks to help address China’s #coronarovirus epidemic h/t @xinyanyu https://t.co/olwwzOTzNN,DC,1457,588751
1223208624908054528,MoNscience,Fri Jan 31 11:37:16 +0000 2020,en,Your morning #nCoV2019/#2019nCoV #coronavirus update:  1) A month after the outbreak's announcement; the globe may reach 10;000 cases today. (via @JHUSystems / Chinese CDC). https://t.co/3BWcJ3WyZF  213 deaths/187 recovered. Chinese CDC says 1;527 of  9;692 cases are serious. https://t.co/2I1fvvh9Ul,,4467,13549
1266525010308538368,CarlosdelRio7,Sat May 30 00:21:08 +0000 2020,en,Today at ⁦@EmoryatGrady⁩ #COVID19 Virtual Town Hall Mike &amp; Liz Tiscione ⁦@AtlantaSymphony⁩ played an arrangement of Dvoriak’s 9th New Word symphony.  Here is the largo of that incredible piece.  A most appropriate music for a day like today.  https://t.co/9CAKcwlg5q,GA,1569,56698
1279750644669321216,ghn_news,Sun Jul 05 12:15:04 +0000 2020,en,“If I call the [Nigeria CDC] hotline and they park the ambulance in front of the door; what will the neighbours think?”  That was top of mind when Muhammad feared he had #COVID19. https://t.co/9jAkiwsJai,MD USA,2268,16655
1316811447981268992,PeterHotez,Thu Oct 15 18:41:29 +0000 2020,en,Confusing how Mr. Murdoch claims he's “disgusted by Trump’s handling of COVID-19” when the Murdoch family + their organizations = the major promoters for the White House 2020 deadly anti-science COVID-19 disinformation campaign? The one that goes after me https://t.co/IJlOFIc3jk,Houston TX,7216,334772
1348708838942380032,DrLeanaWen,Mon Jan 11 19:10:19 +0000 2021,en,"My #1 priority is getting vaccines into people's arms... as rapidly as we can.... 3;000-4;000 people dying every day is just beyond the pale." --Pres-elect @JoeBiden as he receives the 2nd shot of #covid19 #vaccine today,MD,5002,177524
1350083414582566912,MoNscience,Fri Jan 15 14:12:24 +0000 2021,en,The U.S. COVID-19 death toll is projected to surpass 400;000 by Inauguration Day https://t.co/2Ku63ZTnSf,,4467,13549
1371879233329393664,EricTopol,Tue Mar 16 17:41:12 +0000 2021,en,Vaccinations for today in the US is light; only 1.66 million (rolling average is 2.4 M) But we're at 65|65 65% of ≥ 65 years of age have ≥ 1 dose  https://t.co/xqLwtfAwQn https://t.co/qn6xGSpz9y,CA,556,686676
1392190488019566592,rwang0,Tue May 11 18:50:52 +0000 2021,en,MYpOV: Join @dhinchcliffe of @constellationr today at 2:30 PM PT for @Jitterbit Integrate to learn how to create an insight-driven; consumer-grade HR onboarding experience in the age of covid.   Register here: https://t.co/NhA2spaQLk #HR #data #FutureOfWork   #think2021,Silicon Valley | SF | FL 410+,103619,141982
1407722329875099648,HelenBranswell,Wed Jun 23 15:28:52 +0000 2021,en,1. The impact of #Covid19 vaccines on the US epidemic. This graphic; from today's #ACIP meeting; speaks volumes.  I will try to tweet from the meeting; but it might be intermittent. First up: myocarditis &amp; pericarditis in some people who've received mRNA vaccines. https://t.co/mPRRu3bTnC,MA,2079,225280
1234141058268848128,tmprowell,Sun Mar 01 15:38:52 +0000 2020,en,What US Hospitals Should Do Now to Prepare for a COVID-19 Pandemic by Drs. Eric Toner &amp; Richard Waldhorn of @JHSPH_CHS should be required reading for everyone in healthcare. #COVID19 #coronavirus   https://t.co/y9oDpgrBp4,USA,7589,60699
1291911505924042752,Surgeon_General,Sat Aug 08 01:38:00 +0000 2020,en,#MoreThanEverBefore; it's important we all prioritize our #MentalHealth.   For me; that means getting in a run and time with my family (and my 🐶 too). How are YOU prioritizing your mental health?   #COVID19 https://t.co/OtU0YBJHOt,DC,187,1127181
1300974207396974592,CarlosdelRio7,Wed Sep 02 01:49:56 +0000 2020,en,Internal tensions and a resignation to virus' spread govern President Trump's pandemic response - ⁦@CNNPolitics⁩ Dr. Atlas unconventional and potentially dangerous approach to the pandemic are now leading the WH response rather than the experts OMG!  https://t.co/QIu7eYplCa,GA,1569,56698
1302661393619931136,rwang0,Sun Sep 06 17:34:13 +0000 2020,en,MyPOV: it’s so bad they are out of death certificates #covid19 .   The shortage of death certificates adds to growing evidence that Mexico has endured an even bigger toll during the pandemic than official numbers suggest https://t.co/2XaQ7TeIqj,Silicon Valley | SF | FL 410+,103619,141982
1338109125276930048,tmprowell,Sun Dec 13 13:10:50 +0000 2020,en,Op Ed: More &amp; more of my pts are captives of COVID; indefinitely tethered to machines; by Dr. @NathanAGray.   When ppl get admitted to the hospital w/ #COVID19; they don’t just live or die. There’s a 3rd outcome we aren’t talking about: life on a machine. https://t.co/zX1AL4WW2K,USA,7589,60699
1305573065850413056,EricTopol,Mon Sep 14 18:24:09 +0000 2020,en,On #LongCovid; what we know and what is being done to fill in the gaping holes of our knowledge—why some people are experiencing enduring suffering; disability after covid infections https://t.co/C74SwrUSK2 @NatureNews today by @m_c_marshall https://t.co/fKzrbEFmNn,CA,556,686676
1343044742200889344,ashishkjha,Sun Dec 27 04:03:13 +0000 2020,en,News out of UK tonight   @AstraZeneca may get approval for vaccine next week  Most interesting?   Their CEO says they have "new data" that shows vaccine as effective as pfizer/moderna  Would love to see such data  Would be terrific if true  https://t.co/15Jsh1bclH,MA,477,328771
1368221343800586240,brianstelter,Sat Mar 06 15:26:03 +0000 2021,en,AP: "In a sharp contrast with the previous admin; the White House is exerting extreme message discipline; empowering staff to speak but doing so with caution." https://t.co/8s09RA71dg,New York City,7494,787191
1377020539915530240,Bob_Wachter,Tue Mar 30 22:10:55 +0000 2021,en,What questions do you have about kids &amp; Covid vaccines (incl. what kids can do)? I'll get answers from pediatrician &amp; vaccinologist @DrPaulOffit on upcoming @inthebubblepod episode. Email questions to inthebubble@lemonadamedia.com or leave VM at 1-833-4-LEMONADA (833-453-6662).,San Francisco,305,274323
1234166671558029312,laurahelmuth,Sun Mar 01 17:20:38 +0000 2020,en,With Trump and coronavirus; "the news media has a huge responsibility not to repeat and amplify his misleading spin — a spin that may serve his political interests but is not in the public interest." By @Sulliview https://t.co/6JZDSkmqZ5,Washington DC,7507,52715
1296234782607552512,EricTopol,Wed Aug 19 23:57:09 +0000 2020,en,Does automated or semi-automated covid contact tracing work? A new exhaustive review says there's "no empirical evidence" and "well designed prospective studies are needed given gaps of effectiveness" @LancetDigitalH https://t.co/cJGqfoyCxz @tomcallender and colleagues @ucl https://t.co/NZvvdYevPg,CA,556,686676
1256303447378296832,EricTopol,Fri May 01 19:24:17 +0000 2020,en,I've heard of a "Cruise to Nowhere" but not of a "Cruise to Death;" fully cognizant of the #COVID19 risk. Incredible https://t.co/M5gQIBVRYT by @jacquiemcnish Rebecca Smith @ailworth @RachelPannett https://t.co/4jfEzzAZhy,CA,556,686676
1316457548623548416,NACCHOalerts,Wed Oct 14 19:15:12 +0000 2020,en,This week's @NACCHOalerts’ Podcast from Washington covers the latest from Capitol Hill &amp; an interview with Rear Admiral Betsy L. Thompson; Asst  Surgeon General; to discuss non-COVID-19 clinical care during the pandemic. https://t.co/wHUSmEPPUu https://t.co/Ut1bIDwoAn,DC,3522,28576
1337989330107658240,rwang0,Sun Dec 13 05:14:49 +0000 2020,en,MyPOV: it’s happening now. Under #OperationWarpSpeed   Vaccine Set to Arrive at Sites Monday https://t.co/6ewytWx8cP,Silicon Valley | SF | FL 410+,103619,141982
1353687249104367616,MoNscience,Mon Jan 25 12:52:45 +0000 2021,en,For the love of...  Chinese state media have played up questions about Pfizer’s COVID-19 vaccine and whether it could be lethal to the very old. A government spokesperson suggests the coronavirus could have emerged from a U.S. military lab. https://t.co/gzMHRT0xEo,,4467,13549
1381229062568443904,rwang0,Sun Apr 11 12:54:05 +0000 2021,en,MyPOV: have you charted a new course; kept the same course; or about to reinvent?  The Covid-19 pandemic was a wake-up call for many Americans; who have emerged from a year of introspection with new goals; priorities and concerns https://t.co/w0aN2yTGgz,Silicon Valley | SF | FL 410+,103619,141982
1388455679938211840,ghn_news,Sat May 01 11:30:05 +0000 2021,en,Adding mathematics and AI to batch testing may lead to cheaper; faster #COVID19 tests; though not all experts are convinced.   https://t.co/TMyNghTuNm,MD USA,2268,16655
1390451412350472192,brianstelter,Thu May 06 23:40:24 +0000 2021,en,&gt;&gt; ⁦@ashishkjha⁩: "The coronavirus pandemic marks the clearest dividing line in most of our lives. But while the pandemic had a clear beginning; the ending will be much more gradual..." https://t.co/eD0tXhiCrS,New York City,7494,787191
1224854309436887040,DrLeanaWen,Wed Feb 05 00:36:38 +0000 2020,en,Flu remains a much bigger concern for Americans right now. 19 million cases of influenza this season compared to 11 for #coronavirus in the US. Wash your hands w soap &amp; water. Stay home if you’re sick &amp; avoid sick contacts. Clean communal surfaces. And get the flu shot! @CNBC https://t.co/FFWtrrTW2p,MD,5002,177524
1293276767042416640,EricTopol,Tue Aug 11 20:03:03 +0000 2020,en,Caught in the air:  viable #SARSCoV2 virus in hospital patient room;  7-16 feet from patients;  culture positive Is the aerosol transmission controversy over? https://t.co/pIdUfDRETh by @UFHealth  https://t.co/1KavnU8LNA by @apoorva_nyc w/ @linseymarr @angie_rasmussen https://t.co/5ZvZAdVrdL,CA,556,686676
1321282445845684224,CarlosdelRio7,Wed Oct 28 02:47:37 +0000 2020,en,PPE: Lessons Learned from Recent Public Health Emergency Responses https://t.co/jarQEDPvTd Thoughtful article by @skr9skr9 in 2017. Once the control of the Strategic National Stockpile was transferred from the CDC to ASPR; things deteriorated (not that they were perfect before).,GA,1569,56698
1221440967867355136,ScottGottliebMD,Sun Jan 26 14:33:14 +0000 2020,en,A Chinese health official said the virus is ‘much more contagious’ than originally thought. This will require us to change surveillance and contact trace back; and increases the need for rapid diagnostics that can be used at point of care and in field.  https://t.co/gB1yXmBQwT,DC,1457,588751
1271025625281642496,ProfEmilyOster,Thu Jun 11 10:24:58 +0000 2020,en,Second wave decisions: how do you know if you should change your mind? (in COVID-19; or in parenting...)  https://t.co/LSsswcwhrd,RI,280,109532
1273597693168955392,NACCHOalerts,Thu Jun 18 12:45:27 +0000 2020,en,“In the midst of a worldwide pandemic; public health is under attack. And that should scare us all.” Read more in NACCHO and @BigCitiesHealth joint statement on the state of public health. https://t.co/HKTm6zeiit https://t.co/7rWb1Ca93e,DC,3522,28576
1278729175575085056,GovLarryHogan,Thu Jul 02 16:36:07 +0000 2020,en,Maryland is continuing to expand #COVID19 testing with the opening of new testing sites near Deep Creek Lake and in Ocean City. With the holiday weekend approaching; we are strongly encouraging anyone who is interested to get tested.   Details: https://t.co/aBGoNa0UsX,MD,704,255955
1288850363085402112,NACCHOalerts,Thu Jul 30 14:54:06 +0000 2020,en,State; Local Disagreements About Coronavirus Funding Boil Over https://t.co/tEj7KRC1fU via @routefifty,DC,3522,28576
1295688715910688768,PeterHotez,Tue Aug 18 11:47:17 +0000 2020,en,Good ⁦@HoustonChron⁩ “flyover nation” staff editorial this AM. In 2020 I did everything I could to highlight what I call “historic decimation” of Hispanic LatinX communities and essential workers from #COVID19 in TX; Southern US. But few seem to care https://t.co/dJfY1KXxQz,Houston TX,7216,334772
1344157694157082624,jeremyfaust,Wed Dec 30 05:45:42 +0000 2020,en,No time to write threads lately; but I must now.  A 41-year old Congressman-elect from Louisiana has died of COVID-19.  But this kind of thing has been happening all along.  This is the crux of my recent work with @RWalensky @hmkyale @Cleavon_MD etc  https://t.co/ZBn42MVlUT  1/🧵,MA,2894,102053
1279055921163890688,EricTopol,Fri Jul 03 14:14:29 +0000 2020,en,Even nudists wear masks https://t.co/uxg5XhoZON by @jenniferlevitz  😷 for all https://t.co/7XslEgQfwC,CA,556,686676
1323958636041961472,laurahelmuth,Wed Nov 04 12:01:51 +0000 2020,en,It's like the sickening uncertainty of the 2000 election; plus the alienation of 2004; multiplied by the despair at the racism and sexism of 2016; all raised to the power of grief and fury at the sociopathic pandemic response of 2020. How are you feeling?,Washington DC,7507,52715
1328355853519478784,KrutikaKuppalli,Mon Nov 16 15:14:49 +0000 2020,en,I spoke to @EdCara4 today regarding my thoughts on the @moderna_tx #COVID19 #vaccine results that came out  https://t.co/RMap0EuU9l,Global Citizen ,745,33492
1339388611511410688,Surgeon_General,Thu Dec 17 01:55:04 +0000 2020,en,Real talk-  300;000+ Americans have died from #COVID19. Many more will get sick and die unless we #SlowTheSpread.  Protect yourself and others: 😷Wear a mask 🖐Wash your hands 👀 Watch your distance (ie stay 6 ft apart; avoid crowds; stay home if you can)  https://t.co/a5B4SNsvjb https://t.co/zAfi8DG3Ca,DC,187,1127181
1341398310058422272,HelenBranswell,Tue Dec 22 15:00:53 +0000 2020,en,There is a light at the end of the tunnel; Todd Purdum writes in this piece for @statnews. But most of us need to keep in mind that light is still quite a ways off. This is not the time to let up our guard. #Covid19 https://t.co/RXOf7S34k3,MA,2079,225280
1273686000393306112,rwang0,Thu Jun 18 18:36:21 +0000 2020,en,MyPOV: amplifying #MRNA development  #vaccine #covid19 #coronavirus   https://t.co/lrHSOalDqu,Silicon Valley | SF | FL 410+,103619,141982
1276176333949882368,brianstelter,Thu Jun 25 15:32:02 +0000 2020,en,Three new studies about conservative media and Covid-19 "paint a picture of a media ecosystem that amplifies misinformation; entertains conspiracy theories and discourages audiences from taking concrete steps to protect themselves and others." https://t.co/EkMFU3O2ND,New York City,7494,787191
1319810532870922240,aetiology,Sat Oct 24 01:18:46 +0000 2020,en,Another dubious #covid19 record in Ohio; for the third day in a row. Graph by @KentCPH colleague Dr. Mahdav Bhatta; who's not on the Twitters. https://t.co/0aDF57W0rt,Ohio,5625,126460
1338592166965342208,brianstelter,Mon Dec 14 21:10:17 +0000 2020,en,The Hopkins covid database surpassed 300;000 deaths in the US while HHS Secretary Azar was being interviewed on @CNN.    "I hate to interrupt;" @jaketapper said; "but we just crossed a horrific milestone with more than 300;000 deaths. We've crossed that line. It's now 300;267." https://t.co/SEUuLdyM9V,New York City,7494,787191
1288980951469625344,CDCDirector,Thu Jul 30 23:33:01 +0000 2020,en,The cumulative number of #COVID19 cases reported in the United States recently exceeded 4 million. As of July 28; more than 4.2 million total cases had been reported in the U.S. Find more data using CDC’s COVID Data Tracker: https://t.co/RrLRmif5D9 https://t.co/hwsAeHnKnk,GA,487,373674
1306181155738312704,PeterHotez,Wed Sep 16 10:40:29 +0000 2020,en,Many thanks ⁦@AlisynCamerota⁩ ⁦@JohnBerman⁩ for hosting me on ⁦@NewDay⁩ with ⁦@ToluseO⁩: POTUS town hall meeting last night; why herd immunity is not an option; and now the prospect for a fall #COVID19 resurgence; maybe already an uptick in numbers? https://t.co/JGu2rsjoGr,Houston TX,7216,334772
1329426631757328384,KrutikaKuppalli,Thu Nov 19 14:09:43 +0000 2020,en,1 out of 378 Americans have been diagnosed with #COVID19 in the past week alone.   I know its hard but to stop this we have to come together and think about our friends; family; and community.,Global Citizen ,745,33492
1335756367685185536,PeterHotez,Mon Dec 07 01:21:49 +0000 2020,en,Heartfelt congratulations to ⁦@RWalensky⁩; looking forward to helping in anyway. A tough job but a good choice  https://t.co/l8Njtm6g7z,Houston TX,7216,334772
1366418883029172224,JoeBrunoWSOC9,Mon Mar 01 16:03:43 +0000 2021,en,NC getting more than 80;000 doses of Johnson &amp; Johnson one-shot COVID-19 vaccine this week  https://t.co/PZsVqIUCvK,NC,4017,48909
1380590972434845696,meganranney,Fri Apr 09 18:38:32 +0000 2021,en,Honored to join @InterfaithRI on May 6th for their annual fundraiser.   This year; we'll hold a discussion of #mentalhealth in the peri- and post-pandemic world. They are doing ALL THE WORK to help those who need it most.💕  https://t.co/ulzYpXyl4w https://t.co/HjlQPQ7RSV,Providence RI,3364,114185
1242218689975341056,rwang0,Mon Mar 23 22:36:29 +0000 2020,en,MyPOV: 28% of submitted specimens in NYC are positive vs 8% in the rest of the country. New York and dense cities need massive #socialdistancing.  Apparently the virus has been here for weeks Density of housing is evil in a #publichealth crisis. #coroanvirus #covid19 #SARS_COV_2,Silicon Valley | SF | FL 410+,103619,141982
1270076285646065664,KrutikaKuppalli,Mon Jun 08 19:32:38 +0000 2020,en,Interesting article looking at how the environment effects #SARSCoV2 stability in nasal mucus and sputum. Scientists found 1. Warmer temp and higher humidity shortened 1/2 life 3. Infectious virus undetectable after 48H although RNA detected for 7 d https://t.co/7Sxvh7AwoT,Global Citizen ,745,33492
1270588645049659392,Bob_Wachter,Wed Jun 10 05:28:34 +0000 2020,en,Looking forward to being on @KQEDForum with Michael Krasny Wed. 9am. Plenty to discuss: opening up; new hot spots; @WHO missteps; Covid meds &amp; vaccine prospects; protests; testing; telemedicine; @UCSF; and more. A luxury to have a long chat with a thoughtful interviewer. @KQED,San Francisco,305,274323
1296079112306597888,Surgeon_General,Wed Aug 19 13:38:35 +0000 2020,en,Vaccines are safe; effective; and they keep your child and your entire community healthy. If your child has missed vaccinations during the #COVID19 pandemic; contact your provider today to #CatchUpGetAhead. #ivax2protect #WellChildWednesday https://t.co/yCJn2lA6sj,DC,187,1127181
1301920850321444864,chrissyfarr,Fri Sep 04 16:31:33 +0000 2020,en,Remember that Covid-19 survey from Carnegie Mellon that Facebook helped share? Well; 30m people ended up responding.  So now; a group of infectious disease experts including @Farzad_MD are launching a "challenge" to figure out what the data really means.   https://t.co/nR87HXstl0,CA,2633,87974
1329185081215361024,jeremyfaust,Wed Nov 18 22:09:53 +0000 2020,en,A *remarkable* demonstration of how to control Covid-19.  1. Get cases to 0.  2. Do tons of surveillance.  3. When outbreak detected; do 10 million tests in the city in just a few days.  GAME; SET; MATCH; FOR HUMANS! https://t.co/TCfEx3jL1p  (As I argued: https://t.co/0nDByVQRmc) https://t.co/0PbqL8ty1t,MA,2894,102053
1356290795003895808,DrRobertGlatter,Mon Feb 01 17:18:18 +0000 2021,en,Many who have received the coronavirus vaccine wonder: What can I safely do?  https://t.co/rq9OcbTCmD,New York City,6466,5879
1370161901565542400,aetiology,Thu Mar 11 23:57:08 +0000 2021,en,Who knew this story could get worse? Not only did Peter  Diamandis put on a conference that ended up being a superspreader event; but then he recommended quackery to treat those infected. https://t.co/otJb7ovxqd,Ohio,5625,126460
